,country,country_code,year,continent,world_regions,regime_type,total_population,access_elec_percent,gdp,gdp_pc,renewable_energy_consumption_percent,renewable_energy_output_percent,wbl_index_score,proportion_women_seats_parliament,income_classification,percent_using_internet,power_soec,power_f,suffrage_f_x,dmr_f,new_gini,hdi_value,gdp_g,gdp_pc_g,pol_gen,exl_gen,exl_eco,exl_geo,exl_pol,exl_soc,labour_share,suffrage_f_y,domestic_movement,slave,suffrage,v2xeg_eqaccess,Composite_index,Rank
1070,France,FRA,2006,Europe,Europe and Northern America,Liberal Democracy,63621376.0,100.0,2318590000000.0,36443.62631,8.523799896,10.94757583,94.375,12.19512195,High income,46.87,1.23,2.312,100.0,2.406,29.7,0.871,0.02449323601,0.017375400330000002,0.924,0.9309999999999999,0.941,0.9159999999999999,0.9620000000000001,0.898,0.855183538,1.0,0.9329999999999999,0.873,1.0,0.863,31.62,79.0
1071,France,FRA,2007,Europe,Europe and Northern America,Liberal Democracy,64016227.0,100.0,2657210000000.0,41508.43269,9.454999924,11.69092631,97.5,18.19757366,High income,66.09,1.23,2.312,100.0,2.406,32.4,0.8740000000000001,0.024247362430000002,0.01792982211,0.934,0.9309999999999999,0.941,0.9159999999999999,0.9620000000000001,0.898,0.853959604,1.0,0.9329999999999999,0.873,1.0,0.863,32.12,32.0
1072,France,FRA,2008,Europe,Europe and Northern America,Liberal Democracy,64374979.0,100.0,2918380000000.0,45334.11796,10.6001997,12.97920893,97.5,18.19757366,High income,70.68,1.23,2.5,100.0,2.406,33.0,0.875,0.0025494596,-0.0030375965700000004,0.94,0.93,0.941,0.9159999999999999,0.9620000000000001,0.904,0.849995545,1.0,0.9329999999999999,0.873,1.0,0.877,30.49,307.0
1073,France,FRA,2009,Europe,Europe and Northern America,Liberal Democracy,64707035.0,100.0,2690220000000.0,41575.42196,11.31659985,13.12716357,97.5,18.89081456,High income,71.58,1.23,2.5,100.0,2.406,32.7,0.8759999999999999,-0.02873313828,-0.03371737206,0.9390000000000001,0.93,0.941,0.9159999999999999,0.9620000000000001,0.904,0.844287828,1.0,0.9329999999999999,0.873,1.0,0.877,27.37,887.0
1074,France,FRA,2010,Europe,Europe and Northern America,Liberal Democracy,65027505.0,100.0,2642610000000.0,40638.33525,11.99339962,13.85735931,97.5,18.89081456,High income,77.28,1.23,2.5,100.0,2.406,33.7,0.879,0.01949437623,0.01447008132,0.94,0.93,0.941,0.9159999999999999,0.9620000000000001,0.904,0.845573127,1.0,0.9329999999999999,0.873,1.0,0.877,31.61,80.0
1075,France,FRA,2011,Europe,Europe and Northern America,Liberal Democracy,65342789.0,100.0,2861410000000.0,43790.72602,10.82960033,11.57474725,97.5,18.89081456,High income,77.81999899,1.23,2.5,100.0,2.406,33.3,0.882,0.02192700633,0.01699612965,0.94,0.93,0.941,0.9159999999999999,0.9620000000000001,0.904,0.84808189,1.0,0.9329999999999999,0.873,1.0,0.877,31.41,109.0
1076,France,FRA,2012,Europe,Europe and Northern America,Liberal Democracy,65659814.0,100.0,2683830000000.0,40874.70039,12.52939987,14.82735407,97.5,26.86308492,High income,81.44,1.385,2.559,100.0,2.406,33.1,0.885,0.00313134751,-0.0017120673000000002,0.945,0.9329999999999999,0.941,0.9159999999999999,0.966,0.904,0.841480273,1.0,0.9329999999999999,0.873,1.0,0.897,29.99,436.0
1077,France,FRA,2013,Europe,Europe and Northern America,Liberal Democracy,65998685.0,100.0,2811080000000.0,42592.93539,13.57369995,17.04528624,97.5,26.86308492,High income,81.9198,1.385,3.0580000000000003,100.0,2.406,32.5,0.889,0.005763266750000001,0.0005991637999999999,0.9470000000000001,0.939,0.941,0.9159999999999999,0.966,0.904,0.842092719,1.0,0.9329999999999999,0.873,1.0,0.909,30.05,425.0
1078,France,FRA,2014,Europe,Europe and Northern America,Liberal Democracy,66312067.0,100.0,2852170000000.0,43011.2631,13.35340023,16.45590494,97.5,26.16984402,High income,83.75,1.385,3.0580000000000003,100.0,2.406,32.3,0.893,0.00956183052,0.00479077572,0.9470000000000001,0.939,0.941,0.9159999999999999,0.966,0.904,0.841317313,1.0,0.9329999999999999,0.873,1.0,0.909,22.27,1750.0
1079,France,FRA,2015,Europe,Europe and Northern America,Liberal Democracy,66548272.0,100.0,2438210000000.0,36638.18493,13.48379993,15.85766663,100.0,26.16984402,High income,78.00603771,1.385,3.0580000000000003,100.0,2.406,32.7,0.895,0.01112912341,0.007540243520000002,0.9490000000000001,0.939,0.941,0.9159999999999999,0.966,0.904,0.843278471,1.0,0.9329999999999999,0.873,1.0,0.909,23.4,1574.0
1080,France,FRA,2016,Europe,Europe and Northern America,Liberal Democracy,66724104.0,100.0,2471290000000.0,37037.37419,14.41170025,,100.0,26.16984402,High income,79.26981132,1.385,3.0580000000000003,100.0,2.406,31.9,0.894,0.01095464404,0.008290566650000001,0.9470000000000001,0.939,0.941,0.9159999999999999,0.966,0.904,0.84191657,1.0,0.9329999999999999,0.873,1.0,0.909,31.51,94.0
1081,France,FRA,2017,Europe,Europe and Northern America,Liberal Democracy,66918020.0,100.0,2588740000000.0,38685.25849,14.13860035,,100.0,38.99480069,High income,80.50245972,1.193,2.888,100.0,2.406,31.6,0.897,0.02291419994,0.019949984469999998,0.948,0.939,0.941,0.9159999999999999,0.966,0.904,0.8443528509999999,1.0,0.9329999999999999,0.873,1.0,0.898,19.73,2107.0
1082,France,FRA,2018,Europe,Europe and Northern America,Liberal Democracy,67101930.0,100.0,2786500000000.0,41526.41466,15.25259972,,100.0,39.58333333,High income,82.04318678,1.193,2.888,100.0,2.406,32.4,0.898,0.01865066071,0.01585878806,0.9490000000000001,0.939,0.941,0.9159999999999999,0.966,0.903,0.840068186,1.0,0.9329999999999999,0.892,1.0,0.898,31.26,140.0
1083,Gabon,GAB,2000,Africa,Sub-Saharan Africa,Electoral Autocracy,,73.6,5080483464.0,4135.99238,72.78279877,61.59695817,51.25,9.166666667000001,Upper-middle income,,0.103,1.27,100.0,2.031,,0.621,-0.01882966398,-0.042234281039999995,0.66,0.5539999999999999,0.454,0.4460000000000001,0.4179999999999999,0.527,0.421860279,1.0,0.9009999999999999,0.731,1.0,0.537,19.47,2150.0
1084,Gabon,GAB,2001,Africa,Sub-Saharan Africa,Electoral Autocracy,1258008.0,77.13812256,5023265365.0,3993.031336,72.42420197,62.89978678,51.25,9.166666667000001,Upper-middle income,1.347620222,0.846,1.27,100.0,2.031,,0.624,0.02135233422,-0.00271911474,0.7120000000000001,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.573466119,1.0,0.9009999999999999,0.731,1.0,0.627,21.48,1873.0
1085,Gabon,GAB,2002,Africa,Sub-Saharan Africa,Electoral Autocracy,1288310.0,77.86385345,5335451308.0,4141.434366,79.81680298,62.75303644,51.25,9.243697479,Upper-middle income,1.939530106,0.846,1.27,100.0,2.031,,0.626,-0.00249033169,-0.02595249372,0.7120000000000001,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.627791878,1.0,0.9009999999999999,0.731,1.0,0.627,20.63,1994.0
1086,Gabon,GAB,2003,Africa,Sub-Saharan Africa,Electoral Autocracy,1319946.0,78.5801239,6511903657.0,4933.462170000002,83.63220215,59.12646675,51.25,9.243697479,Upper-middle income,2.659586594,0.846,1.27,100.0,2.031,,0.627,0.02247330012,-0.00203297917,0.7120000000000001,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.6361850920000001,1.0,0.9009999999999999,0.731,1.0,0.627,21.51,1869.0
1087,Gabon,GAB,2004,Africa,Sub-Saharan Africa,Electoral Autocracy,1353788.0,79.28574371,7770219480.0,5739.613204,85.77749634,58.50649351,51.25,9.243697479,Upper-middle income,2.9790697999999995,0.846,1.27,100.0,2.031,,0.626,0.00689543058,-0.01827494702,0.7120000000000001,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.541847802,1.0,0.9009999999999999,0.731,1.0,0.627,30.08,420.0
1088,Gabon,GAB,2005,Africa,Sub-Saharan Africa,Electoral Autocracy,1390550.0,81.6,9582783318.0,6891.36192,85.24729919,52.09656925,51.25,9.243697479,Upper-middle income,4.89326475,0.846,1.27,100.0,2.031,42.2,0.632,0.02676203333,-0.00038249644,0.7120000000000001,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.526095977,1.0,0.9009999999999999,0.731,1.0,0.627,29.66,491.0
1089,Gabon,GAB,2006,Africa,Sub-Saharan Africa,Electoral Autocracy,1430144.0,80.66454315,10327598801.0,7221.369876999999,86.16079712,57.23723724,51.25,12.5,Upper-middle income,5.489200802999999,0.846,1.27,100.0,2.031,,0.632,-0.02806578356,-0.05497409723999999,0.727,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.50492341,1.0,0.9009999999999999,0.731,1.0,0.627,30.01,435.0
1090,Gabon,GAB,2007,Africa,Sub-Saharan Africa,Electoral Autocracy,1472565.0,81.34632111,12455410056.0,8458.309179,87.35379791,46.65513264,51.25,16.66666667,Upper-middle income,5.7670045760000015,0.846,1.27,100.0,2.031,,0.637,0.06008108025,0.02954273423,0.743,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.47480746799999995,1.0,0.9009999999999999,0.731,1.0,0.627,30.25,376.0
1091,Gabon,GAB,2008,Africa,Sub-Saharan Africa,Electoral Autocracy,1518538.0,82.03128815,15571349776.0,10254.17196,87.29270172,49.50603732,51.25,16.66666667,Upper-middle income,7.5,0.846,1.27,100.0,2.031,,0.639,-0.03308430649,-0.06235720923,0.727,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.441742786,1.0,0.9009999999999999,0.731,1.0,0.627,29.57,501.0
1092,Gabon,GAB,2009,Africa,Sub-Saharan Africa,Electoral Autocracy,1568925.0,82.72566986,12113699661.0,7721.018953,87.97769928,52.01965066,51.25,14.65517241,Upper-middle income,9.5,0.846,1.27,100.0,2.031,,0.6459999999999999,0.0013033112,-0.03085416602,0.727,0.5539999999999999,0.459,0.4460000000000001,0.4179999999999999,0.527,0.583207945,1.0,0.9009999999999999,0.731,1.0,0.627,28.46,691.0
1093,Gabon,GAB,2010,Africa,Sub-Saharan Africa,Electoral Autocracy,1624146.0,89.48566437,14372591916.0,8849.322608,85.83979797,47.33850129,51.25,14.65517241,Upper-middle income,13.0,0.991,1.27,100.0,2.031,,0.652,0.07089887315,0.03448828772,0.747,0.5640000000000001,0.473,0.4460000000000001,0.4470000000000001,0.575,0.513817347,1.0,0.9009999999999999,0.731,1.0,0.657,30.21,386.0
1094,Gabon,GAB,2011,Africa,Sub-Saharan Africa,Electoral Autocracy,1684629.0,88.87747955,18210308748.0,10809.68495,79.69200134,41.59725625,51.25,14.16666667,Upper-middle income,18.0,0.991,1.27,100.0,2.031,,0.657,0.07091753343,0.0324685306,0.742,0.5640000000000001,0.473,0.4460000000000001,0.4470000000000001,0.575,0.47678131799999995,1.0,0.9009999999999999,0.731,1.0,0.657,30.3,358.0
1095,Gabon,GAB,2012,Africa,Sub-Saharan Africa,Electoral Autocracy,1749677.0,89.3,17170465294.0,9813.505747,75.46790314,42.51386322,51.25,15.78947368,Upper-middle income,24.0,0.991,1.144,100.0,2.031,,0.6659999999999999,0.05251076918000001,0.013381421009999998,0.7490000000000001,0.56,0.5079999999999999,0.4460000000000001,0.4470000000000001,0.575,0.5184165620000001,1.0,0.9009999999999999,0.731,1.0,0.662,29.86,459.0
1096,Gabon,GAB,2013,Africa,Sub-Saharan Africa,Electoral Autocracy,1817070.0,86.4,17595745653.0,9683.58162,82.17040253,44.99045802,51.25,15.78947368,Upper-middle income,30.53803344,0.991,1.144,100.0,2.031,,0.6729999999999999,0.05638699002999999,0.01720683274,0.7659999999999999,0.56,0.5079999999999999,0.4460000000000001,0.4470000000000001,0.61,0.559281719,1.0,0.9009999999999999,0.731,1.0,0.715,30.02,433.0
1097,Gabon,GAB,2014,Africa,Sub-Saharan Africa,Electoral Autocracy,1883801.0,86.98995209,18203968002.0,9663.42411,81.28050232,40.34034034,51.25,15.0,Upper-middle income,38.07120929,0.991,1.144,100.0,2.031,,0.682,0.04314964441000001,0.00619753592,0.77,0.56,0.5079999999999999,0.4460000000000001,0.4470000000000001,0.595,0.640539042,1.0,0.9009999999999999,0.731,1.0,0.69,30.15,399.0
1098,Gabon,GAB,2015,Africa,Sub-Saharan Africa,Electoral Autocracy,1947690.0,87.32967377,14383107714.0,7384.700704000001,81.92970276,43.74412041,51.25,14.16666667,Upper-middle income,45.78453653,0.991,1.144,100.0,2.031,,0.685,0.03878899395,0.00471417196,0.77,0.575,0.5079999999999999,0.4460000000000001,0.4470000000000001,0.595,0.698975603,1.0,0.9009999999999999,0.731,1.0,0.69,30.31,356.0
1099,Gabon,GAB,2016,Africa,Sub-Saharan Africa,Electoral Autocracy,2007882.0,88.16036987,14023890620.0,6984.419712000001,81.00569916,,51.25,14.16666667,Upper-middle income,48.05227375,0.991,1.144,100.0,2.031,,0.69,0.02091442208,-0.00969040474,0.78,0.575,0.5079999999999999,0.4460000000000001,0.4470000000000001,0.595,0.70744649,1.0,0.9009999999999999,0.731,1.0,0.69,22.34,1740.0
1100,Gabon,GAB,2017,Africa,Sub-Saharan Africa,Electoral Autocracy,2064812.0,86.27,14929488771.0,7230.434912000002,90.11540222,,57.5,17.09401709,Upper-middle income,50.32012015,0.34600000000000003,1.144,100.0,2.031,38.0,0.6940000000000001,0.00472642031,-0.022975411680000002,0.802,0.575,0.483,0.4460000000000001,0.4470000000000001,0.581,0.680943684,1.0,0.9009999999999999,0.861,1.0,0.604,31.55,87.0
1101,Gabon,GAB,2018,Africa,Sub-Saharan Africa,Electoral Autocracy,2119275.0,89.84184265,16862282414.0,7956.627815999997,89.88710022,,57.5,,Upper-middle income,59.6,0.6659999999999999,1.144,100.0,1.689,,0.6970000000000001,,,,,,,,,,,,,,,,
1102,United Kingdom,GBR,2000,Europe,Europe and Northern America,Liberal Democracy,,100.0,1658190000000.0,28156.267410000004,0.961799979,2.663105175,86.25,18.36115326,High income,,1.095,1.045,100.0,2.035,38.4,0.8740000000000001,0.03506217426,0.03137048707,0.887,0.835,0.868,0.889,0.924,0.8909999999999999,0.86386361,1.0,0.893,0.7959999999999999,1.0,0.762,28.95,590.0
1103,United Kingdom,GBR,2001,Europe,Europe and Northern America,Liberal Democracy,59119673.0,100.0,1638660000000.0,27717.62581,0.852800012,2.497332413,86.25,17.90591806,High income,33.48109487,1.095,1.045,100.0,2.035,37.3,0.878,0.02730335651,0.02335608835,0.8809999999999999,0.835,0.868,0.889,0.924,0.8909999999999999,0.8638216590000001,1.0,0.893,0.7959999999999999,1.0,0.762,28.62,663.0
1104,United Kingdom,GBR,2002,Europe,Europe and Northern America,Liberal Democracy,59370479.0,100.0,1780080000000.0,29982.6187,0.970000029,2.893173338,86.25,17.90591806,High income,56.48,1.095,1.045,100.0,2.035,35.1,0.8809999999999999,0.021787443680000004,0.01747098159,0.8809999999999999,0.835,0.868,0.889,0.924,0.8909999999999999,0.868691295,1.0,0.893,0.7959999999999999,1.0,0.762,28.42,699.0
1105,United Kingdom,GBR,2003,Europe,Europe and Northern America,Liberal Democracy,59647577.0,100.0,2050920000000.0,34383.947960000005,0.934899986,2.684947302,88.75,17.90591806,High income,64.82,1.095,1.045,100.0,2.035,35.1,0.885,0.03321881725,0.02841890949,0.8809999999999999,0.835,0.868,0.889,0.924,0.8909999999999999,0.869799895,1.0,0.893,0.7959999999999999,1.0,0.762,28.89,602.0
1106,United Kingdom,GBR,2004,Europe,Europe and Northern America,Liberal Democracy,59987905.0,100.0,2412050000000.0,40208.85608,1.137099981,3.613032166,88.75,18.05766313,High income,65.61,1.095,1.045,100.0,2.035,36.0,0.892,0.02286278175,0.017059797890000002,0.885,0.835,0.868,0.889,0.924,0.8909999999999999,0.8692025459999999,1.0,0.893,0.7959999999999999,1.0,0.762,20.94,1954.0
1107,United Kingdom,GBR,2005,Europe,Europe and Northern America,Liberal Democracy,60401206.0,100.0,2532800000000.0,41932.87736000001,1.352100015,4.283481612,88.75,19.65944272,High income,70.0,1.095,1.624,100.0,2.035,34.3,0.897,0.029556917430000003,0.02251207625,0.9109999999999999,0.847,0.868,0.889,0.924,0.8909999999999999,0.871758528,1.0,0.893,0.7959999999999999,1.0,0.807,21.62,1848.0
1108,United Kingdom,GBR,2006,Europe,Europe and Northern America,Liberal Democracy,60846820.0,100.0,2706010000000.0,44472.57423,1.55369997,4.602089317,91.875,19.65944272,High income,68.82,1.033,1.624,100.0,2.035,34.6,0.8959999999999999,0.026938003670000002,0.01941718415,0.912,0.847,0.857,0.889,0.924,0.8909999999999999,0.857583675,1.0,0.893,0.7959999999999999,1.0,0.807,19.78,2102.0
1109,United Kingdom,GBR,2007,Europe,Europe and Northern America,Liberal Democracy,61322463.0,100.0,3093410000000.0,50444.93015,1.839400053,5.01029338,91.875,19.50464396,High income,75.09,0.946,1.624,100.0,2.035,35.7,0.899,0.02360575861,0.01566623873,0.912,0.847,0.853,0.889,0.924,0.8909999999999999,0.8517913890000001,1.0,0.893,0.7959999999999999,1.0,0.8009999999999999,23.03,1651.0
1110,United Kingdom,GBR,2008,Europe,Europe and Northern America,Liberal Democracy,61806995.0,100.0,2921430000000.0,47267.01218,2.788100004,5.677052205,91.875,19.50464396,High income,78.39,0.946,1.624,100.0,2.035,34.1,0.903,-0.00278780161,-0.01060538311,0.912,0.847,0.853,0.889,0.924,0.8909999999999999,0.838024529,1.0,0.893,0.7959999999999999,1.0,0.8009999999999999,19.61,2127.0
1111,United Kingdom,GBR,2009,Europe,Europe and Northern America,Liberal Democracy,62276270.0,100.0,2412390000000.0,38736.9022,3.377799988,6.766808462999999,91.875,19.50464396,High income,83.56,0.946,1.624,100.0,2.035,34.3,0.9059999999999999,-0.04113949331,-0.04836486606,0.912,0.847,0.853,0.889,0.924,0.8909999999999999,0.83402352,1.0,0.893,0.7959999999999999,1.0,0.8009999999999999,20.77,1975.0
1112,United Kingdom,GBR,2010,Europe,Europe and Northern America,Liberal Democracy,62766365.0,100.0,2481580000000.0,39536.77268,3.666500092,6.812813426,95.0,22.0,High income,85.0,0.691,1.624,100.0,2.035,34.4,0.912,0.020740509530000003,0.01277032008,0.912,0.88,0.8390000000000001,0.889,0.924,0.8909999999999999,0.846057754,1.0,0.893,0.7959999999999999,1.0,0.7709999999999999,23.66,1526.0
1113,United Kingdom,GBR,2011,Europe,Europe and Northern America,Liberal Democracy,63258810.0,100.0,2659880000000.0,42047.61425,4.43569994,9.489053101,95.0,22.30769231,High income,85.37999855,0.691,1.624,100.0,2.035,33.2,0.9059999999999999,0.01275708411,0.00487316783,0.9129999999999999,0.88,0.8320000000000001,0.889,0.924,0.8909999999999999,0.848079613,1.0,0.893,0.7959999999999999,1.0,0.7709999999999999,23.59,1534.0
1114,United Kingdom,GBR,2012,Europe,Europe and Northern America,Liberal Democracy,63700215.0,100.0,2704020000000.0,42449.10767,4.769100189,11.42396018,95.0,22.46153846,High income,87.47999842,0.789,2.022,100.0,2.035,32.3,0.904,0.01430396029,0.0072754308,0.92,0.884,0.825,0.889,0.924,0.897,0.8351639409999999,1.0,0.893,0.784,1.0,0.823,23.0,1660.0
1115,United Kingdom,GBR,2013,Europe,Europe and Northern America,Liberal Democracy,64128273.0,100.0,2783250000000.0,43401.31053,6.01760006,14.98848014,95.0,22.46153846,High income,89.8441,0.789,2.022,100.0,2.035,33.2,0.9209999999999999,0.02186113352,0.01504018213,0.919,0.884,0.825,0.889,0.924,0.885,0.828434384,1.0,0.893,0.6509999999999999,1.0,0.823,23.51,1556.0
1116,United Kingdom,GBR,2014,Europe,Europe and Northern America,Liberal Democracy,64602298.0,100.0,3065520000000.0,47452.19914,7.360400200000001,19.26285368,95.0,22.61538462,High income,91.61,0.789,2.022,100.0,2.035,34.0,0.925,0.02862728671,0.02107964421,0.92,0.884,0.825,0.889,0.924,0.885,0.832113312,1.0,0.893,0.6509999999999999,1.0,0.823,22.96,1661.0
1117,United Kingdom,GBR,2015,Europe,Europe and Northern America,Liberal Democracy,65116219.0,100.0,2932780000000.0,45039.23595,8.58769989,24.84005042,97.5,29.38461538,High income,92.00029987,0.789,2.022,100.0,2.035,33.2,0.9229999999999999,0.02363069511,0.01555182753,0.925,0.884,0.825,0.889,0.924,0.885,0.831156786,1.0,0.893,0.6509999999999999,1.0,0.823,22.9,1670.0
1118,United Kingdom,GBR,2016,Europe,Europe and Northern America,Liberal Democracy,65611593.0,100.0,2693250000000.0,41048.34966,8.680100441,,97.5,29.58397535,High income,94.77580063,0.789,2.004,100.0,2.035,34.8,0.924,0.01722385904,0.00954371856,0.925,0.888,0.825,0.889,0.924,0.885,0.829180358,1.0,0.893,0.6509999999999999,1.0,0.826,30.31,355.0
1119,United Kingdom,GBR,2017,Europe,Europe and Northern America,Liberal Democracy,66058859.0,100.0,2662480000000.0,40304.72308,9.720600128,,97.5,32.0,High income,90.42455049,0.789,2.004,100.0,2.035,35.1,0.9259999999999999,0.017403094430000002,0.010514543529999998,0.9359999999999999,0.888,0.838,0.889,0.924,0.899,0.83724197,1.0,0.893,0.767,1.0,0.826,23.4,1573.0
1120,United Kingdom,GBR,2018,Europe,Europe and Northern America,Liberal Democracy,66460344.0,100.0,2857320000000.0,42992.80372,11.04500008,,97.5,32.15384615,High income,90.69200899,0.789,2.004,100.0,2.035,36.20190476190477,0.9279999999999999,0.012525906129999998,0.006409266659999999,0.934,0.888,0.8270000000000001,0.889,0.924,0.888,0.833508322,1.0,0.893,0.767,1.0,0.831,19.18,2175.0
1121,Georgia,GEO,2000,Asia,Northern Africa and Western Asia,Electoral Autocracy,,,3057475335.0,749.9085349999997,47.25310135,78.93318966,61.25,7.234042552999999,Low income,,0.979,1.121,100.0,1.535,40.5,0.69,0.01838341066,0.03838100069,0.772,0.802,0.685,0.6829999999999999,0.626,0.7020000000000001,0.872313274,1.0,0.8340000000000001,0.7809999999999999,1.0,0.662,25.08,1288.0
1122,Georgia,GEO,2001,Asia,Northern Africa and Western Asia,Electoral Autocracy,4014373.0,,3219488664.0,801.9904138999997,53.14580154,79.89044255,61.25,7.234042552999999,Low income,0.992344436,0.979,1.121,100.0,1.535,39.6,0.6940000000000001,0.04805453273,0.06443911043,0.772,0.8170000000000001,0.685,0.6829999999999999,0.626,0.7030000000000001,0.866228245,1.0,0.8340000000000001,0.7809999999999999,1.0,0.662,26.14,1086.0
1123,Georgia,GEO,2002,Asia,Northern Africa and Western Asia,Electoral Autocracy,3978515.0,99.9,3395728014.0,853.5164537,56.75709915,93.24789858,61.25,7.234042552999999,Low income,1.58787563,0.979,1.121,100.0,1.535,37.2,0.6990000000000001,0.054738368009999996,0.06424463063,0.774,0.8170000000000001,0.685,0.6829999999999999,0.626,0.7030000000000001,0.862498525,1.0,0.8340000000000001,0.7809999999999999,1.0,0.662,26.26,1064.0
1124,Georgia,GEO,2003,Asia,Northern Africa and Western Asia,Electoral Autocracy,3951736.0,100.0,3991284895.0,1010.00798,55.33100128,91.1452514,61.25,7.234042552999999,Lower-middle income,2.558816481,2.012,1.121,0.0,1.535,36.7,0.708,0.1105872319,0.11811314349999999,0.772,0.838,0.741,0.7110000000000001,0.653,0.73,0.858171327,0.0,0.8340000000000001,0.7809999999999999,0.0,0.774,23.18,1619.0
1125,Georgia,GEO,2004,Asia,Northern Africa and Western Asia,Electoral Democracy,3927340.0,99.93,5125365192.0,1305.047486,54.52949905,87.36279607,64.375,9.361702128,Lower-middle income,3.886221354,1.7519999999999998,1.121,100.0,1.535,36.2,0.715,0.05794496346,0.06451674622,0.81,0.8440000000000001,0.773,0.723,0.647,0.755,0.879734646,1.0,0.8340000000000001,0.81,1.0,0.795,28.52,683.0
1126,Georgia,GEO,2005,Asia,Northern Africa and Western Asia,Electoral Democracy,3902469.0,97.93505412,6410823633.0,1642.760938,41.47890091,85.81257740000002,64.375,9.361702128,Lower-middle income,6.079457629,1.7519999999999998,1.121,100.0,1.535,37.4,0.725,0.09589574062,0.1028800429,0.805,0.868,0.7969999999999999,0.735,0.647,0.7839999999999999,0.879408738,1.0,0.8340000000000001,0.845,1.0,0.795,29.09,565.0
1127,Georgia,GEO,2006,Asia,Northern Africa and Western Asia,Electoral Democracy,3880347.0,100.0,7745394293.0,1996.057129,37.21590042,72.93810896,66.875,9.361702128,Lower-middle income,7.526876845,1.7519999999999998,1.121,100.0,1.535,36.9,0.731,0.09419770648,0.1004357676,0.802,0.868,0.8240000000000001,0.753,0.7140000000000001,0.812,0.8898554240000001,1.0,0.8340000000000001,0.845,1.0,0.795,29.08,569.0
1128,Georgia,GEO,2007,Asia,Northern Africa and Western Asia,Electoral Democracy,3860158.0,100.0,10172882371.0,2635.353882,36.22259903,81.82909265,66.875,9.361702128,Lower-middle income,8.26,1.676,1.121,100.0,1.535,38.1,0.743,0.1257895343,0.1316775225,0.802,0.868,0.8320000000000001,0.748,0.7140000000000001,0.812,0.872373057,1.0,0.8340000000000001,0.866,1.0,0.79,28.92,594.0
1129,Georgia,GEO,2008,Asia,Northern Africa and Western Asia,Electoral Democracy,3848449.0,100.0,12795076469.0,3324.735879,36.29970169,84.72731575,66.875,6.0,Lower-middle income,10.01,1.676,1.121,100.0,1.271,38.5,0.742,0.02418571659,0.02730182663,0.769,0.8690000000000001,0.8320000000000001,0.76,0.685,0.8109999999999999,0.8682476490000001,1.0,0.7659999999999999,0.866,1.0,0.79,27.97,765.0
1130,Georgia,GEO,2009,Asia,Northern Africa and Western Asia,Electoral Democracy,3814419.0,100.0,10766836277.0,2822.66743,36.71849823,86.6090208,66.875,5.109489051000001,Lower-middle income,20.07,1.676,1.236,100.0,1.271,38.2,0.746,-0.036505136310000005,-0.02790940254,0.7759999999999999,0.872,0.8320000000000001,0.76,0.721,0.8190000000000001,0.863095463,1.0,0.7659999999999999,0.866,1.0,0.8029999999999999,26.6,1019.0
1131,Georgia,GEO,2010,Asia,Northern Africa and Western Asia,Electoral Democracy,3786695.0,100.0,12243505583.0,3233.295943,39.14559937,92.52271829,70.0,6.52173913,Lower-middle income,26.9,1.676,1.236,100.0,1.607,39.5,0.7509999999999999,0.06249487767999999,0.07027385327,0.779,0.888,0.831,0.763,0.727,0.8140000000000001,0.8408845090000001,1.0,0.843,0.866,1.0,0.8029999999999999,28.96,586.0
1132,Georgia,GEO,2011,Asia,Northern Africa and Western Asia,Electoral Democracy,3756441.0,100.0,15107441447.0,4021.743306,31.53470039,77.39846969,70.0,6.569343066,Lower-middle income,31.52,1.676,1.236,100.0,1.607,39.6,0.757,0.07399999867000001,0.08264988721,0.7859999999999999,0.888,0.831,0.763,0.727,0.8140000000000001,0.834351485,1.0,0.843,0.866,1.0,0.8029999999999999,28.68,644.0
1133,Georgia,GEO,2012,Asia,Northern Africa and Western Asia,Electoral Democracy,3728874.0,100.0,16488403076.0,4421.818242,28.68969917,74.50232078,70.0,12.0,Lower-middle income,36.94,1.493,1.236,100.0,1.607,39.0,0.767,0.06369008306,0.07155378254,0.818,0.888,0.8240000000000001,0.759,0.763,0.8079999999999999,0.851842842,1.0,0.843,0.866,1.0,0.7929999999999999,28.96,588.0
1134,Georgia,GEO,2013,Asia,Northern Africa and Western Asia,Electoral Democracy,3717668.0,100.0,17189551521.0,4623.745725,33.16360092,82.22487325,73.125,12.0,Lower-middle income,43.3,0.363,1.069,100.0,1.607,38.6,0.775,0.03621305352,0.03933646408,0.815,0.887,0.8170000000000001,0.79,0.877,0.8190000000000001,0.844977744,1.0,0.843,0.866,1.0,0.6659999999999999,28.85,611.0
