,Country Name,Country Code,Year,Continent,World Regions (UN SDG Definition),Regime Type (RoW Measure Definition),"Population, total - SP.POP.TOTL",Access to electricity (% of population) - EG.ELC.ACCS.ZS,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,Renewable energy consumption (% of total final energy consumption) - EG.FEC.RNEW.ZS,Renewable electricity output (% of total electricity output) - EG.ELC.RNEW.ZS,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,Income Classification (World Bank Definition),Individuals using the Internet (% of population) - IT.NET.USER.ZS,power_soec,power_f,suffrage_f,dmr_f,Gini index (World Bank estimate) - SI.POV.GINI
637,Cameroon,CMR,2010,Africa,Sub-Saharan Africa,Electoral Autocracy,20341236.0,52.72730255,26169323293.0,1286.515888,78.60759735,73.21579929,50.625,13.88888889,Lower-middle income,4.3,-0.227,1.065,100.0,2.021,
638,Cameroon,CMR,2011,Africa,Sub-Saharan Africa,Electoral Autocracy,20906392.0,53.7,29375448542.0,1405.094123,78.45809937,75.29133592,50.625,13.88888889,Lower-middle income,5.0,-0.227,1.065,100.0,2.021,
639,Cameroon,CMR,2012,Africa,Sub-Saharan Africa,Electoral Autocracy,21485267.0,54.98992157,29102772799.0,1354.54555,78.43060303,75.36507937,50.625,13.88888889,Lower-middle income,7.5,-0.227,1.065,100.0,2.021,
640,Cameroon,CMR,2013,Africa,Sub-Saharan Africa,Electoral Autocracy,22077300.0,56.15855408,32357345501.0,1465.63871,77.43910217,75.33575318,50.625,31.11111111,Lower-middle income,10.0,-0.227,1.065,100.0,2.021,
641,Cameroon,CMR,2014,Africa,Sub-Saharan Africa,Electoral Autocracy,22681853.0,56.8,34989493826.0,1542.620606,76.42849731,75.32509753,50.625,31.11111111,Lower-middle income,16.21487223,-0.227,1.065,100.0,2.021,46.6
642,Cameroon,CMR,2015,Africa,Sub-Saharan Africa,Electoral Autocracy,23298376.0,58.55207825,30928653814.0,1327.502561,78.03559875,76.11719444,50.625,31.11111111,Lower-middle income,18.3,-0.227,1.065,100.0,2.021,
643,Cameroon,CMR,2016,Africa,Sub-Saharan Africa,Electoral Autocracy,23926549.0,59.76893234,32643697596.0,1364.32954,78.90219879,,50.625,31.11111111,Lower-middle income,20.6,-0.28,1.065,100.0,1.154,
644,Cameroon,CMR,2017,Africa,Sub-Saharan Africa,Electoral Autocracy,24566070.0,60.99382401,35009262788.0,1425.106368,80.3404007,,60.0,31.11111111,Lower-middle income,23.20297197,0.171,1.459,100.0,0.774,
645,Cameroon,CMR,2018,Africa,Sub-Saharan Africa,Electoral Autocracy,25216261.0,62.2,38694156863.0,1534.492241,80.63030243,,60.0,31.11111111,Lower-middle income,29.7,0.171,0.924,100.0,0.846,
646,"Congo, Dem. Rep.",COD,2000,Africa,Sub-Saharan Africa,Closed Autocracy,,6.7,19088046306.0,405.2162186000001,97.94029999,99.94984955,28.125,,Low income,,-1.012,0.38,0.0,-0.027000000000000003,
647,"Congo, Dem. Rep.",COD,2001,Africa,Sub-Saharan Africa,Closed Autocracy,48428534.0,7.160378456,7438189100.0,153.59104409999995,98.34290314,99.91613552,28.125,,Low income,0.011475782,-1.012,0.38,0.0,-0.027000000000000003,
648,"Congo, Dem. Rep.",COD,2002,Africa,Sub-Saharan Africa,Closed Autocracy,49871670.0,7.820706367,8728038525.0,175.009951,98.27030182,99.86885246,28.125,,Low income,0.092790702,-1.012,0.38,0.0,-0.027000000000000003,
649,"Congo, Dem. Rep.",COD,2003,Africa,Sub-Saharan Africa,Closed Autocracy,51425583.0,8.471570015,8937567060.0,173.79612519999995,97.97200012,99.88612331,42.5,,Low income,0.13491483699999998,-1.012,0.38,0.0,-0.027000000000000003,
650,"Congo, Dem. Rep.",COD,2004,Africa,Sub-Saharan Africa,Closed Autocracy,53068869.0,9.111793517999999,10297483481.0,194.0400026,97.88249969,99.88676575,42.5,12.0,Low income,0.196208375,-1.012,0.38,0.0,-0.027000000000000003,42.2
651,"Congo, Dem. Rep.",COD,2005,Africa,Sub-Saharan Africa,Closed Autocracy,54785894.0,6.0,11964484668.0,218.3862267,97.42220306,99.90507187,42.5,12.0,Low income,0.238037799,-1.012,0.38,0.0,-0.027000000000000003,
652,"Congo, Dem. Rep.",COD,2006,Africa,Sub-Saharan Africa,Electoral Autocracy,56578046.0,10.35978127,14451902468.0,255.4330432,97.33319855,99.39016307,42.5,8.4,Low income,0.29605361,-0.969,0.38,100.0,-0.027000000000000003,
653,"Congo, Dem. Rep.",COD,2007,Africa,Sub-Saharan Africa,Electoral Autocracy,58453687.0,15.2,16737071816.0,286.3304725,97.17209625,98.89621923,42.5,8.4,Low income,0.37,-0.969,0.38,100.0,-0.027000000000000003,
654,"Congo, Dem. Rep.",COD,2008,Africa,Sub-Saharan Africa,Electoral Autocracy,60411195.0,11.59572029,19788515874.0,327.56372180000005,96.96579742,98.7150616,42.5,8.4,Low income,0.44,-0.969,0.38,100.0,-0.027000000000000003,
655,"Congo, Dem. Rep.",COD,2009,Africa,Sub-Saharan Africa,Electoral Autocracy,62448572.0,12.22470379,18648373312.0,298.6196916,97.01930237,98.90501655,42.5,8.4,Low income,0.56,-0.805,0.38,100.0,-0.027000000000000003,
656,"Congo, Dem. Rep.",COD,2010,Africa,Sub-Saharan Africa,Electoral Autocracy,64563853.0,12.86934471,21565720044.0,334.0215777,96.80249786,98.91208096,42.5,8.4,Low income,0.72,-0.805,0.38,100.0,-0.027000000000000003,
657,"Congo, Dem. Rep.",COD,2011,Africa,Sub-Saharan Africa,Electoral Autocracy,66755151.0,13.53587914,25839749199.0,387.082477,96.20960236,98.88593493,42.5,,Low income,1.2,-0.805,0.38,100.0,-0.027000000000000003,
658,"Congo, Dem. Rep.",COD,2012,Africa,Sub-Saharan Africa,Electoral Autocracy,69020749.0,15.4,29306235826.0,424.6003738,95.47480011,99.88176563,42.5,8.943089431,Low income,1.679961015,-0.805,0.38,100.0,-0.027000000000000003,42.1
659,"Congo, Dem. Rep.",COD,2013,Africa,Sub-Saharan Africa,Electoral Autocracy,71358804.0,14.94590092,32679745298.0,457.9637475,93.91760254,99.89101477,42.5,8.943089431,Low income,2.2,-0.8490000000000001,0.498,100.0,0.125,
660,"Congo, Dem. Rep.",COD,2014,Africa,Sub-Saharan Africa,Electoral Autocracy,73767445.0,13.5,35909040266.0,486.7870951,92.87229919,99.87556561,42.5,10.64257028,Low income,3.0,-0.8490000000000001,0.498,100.0,0.125,
661,"Congo, Dem. Rep.",COD,2015,Africa,Sub-Saharan Africa,Electoral Autocracy,76244532.0,16.43629265,37917704900.0,497.3170391,95.81829834,99.82106911,42.5,8.943089431,Low income,3.799999507,-0.8490000000000001,0.498,100.0,0.125,
662,"Congo, Dem. Rep.",COD,2016,Africa,Sub-Saharan Africa,Electoral Autocracy,78789130.0,17.20158195,37134799975.0,471.3188225,97.03109741,,48.75,8.943089431,Low income,6.20997406,-0.8490000000000001,0.498,96.448,0.125,
663,"Congo, Dem. Rep.",COD,2017,Africa,Sub-Saharan Africa,Electoral Autocracy,81398765.0,18.0063858,38019265626.0,467.0742317,96.69979858,,70.0,8.943089431,Low income,8.619904916,-0.8490000000000001,0.722,0.0,0.07,
664,"Congo, Dem. Rep.",COD,2018,Africa,Sub-Saharan Africa,Electoral Autocracy,84068092.0,18.75225258,46831342213.0,557.0644117,96.38369751,,70.0,8.943089431,Low income,11.7,-0.8490000000000001,0.722,0.0,0.304,
665,"Congo, Rep.",COG,2000,Africa,Sub-Saharan Africa,Closed Autocracy,,,3227927593.0,1032.137542,64.85569763,99.66216216,49.375,12.0,Low income,,-0.88,-1.391,0.0,-0.298,
666,"Congo, Rep.",COG,2001,Africa,Sub-Saharan Africa,Closed Autocracy,3217930.0,,2796704577.0,869.1005017000001,61.17750168,100.0,49.375,12.0,Low income,0.032223616000000004,-0.88,-1.391,0.0,-0.298,
667,"Congo, Rep.",COG,2002,Africa,Sub-Saharan Africa,Electoral Autocracy,3310376.0,,3034251042.0,916.5880377999997,68.52950287,100.0,49.375,,Low income,0.157249517,-0.88,-1.391,100.0,-0.298,
668,"Congo, Rep.",COG,2003,Africa,Sub-Saharan Africa,Electoral Autocracy,3406915.0,,3503723245.0,1028.415222,61.99069977,85.71428571,49.375,8.527131783,Low income,0.460014187,-0.88,-1.391,100.0,-0.298,
669,"Congo, Rep.",COG,2004,Africa,Sub-Saharan Africa,Electoral Autocracy,3510468.0,,4656975223.0,1326.596688,62.93080139,83.12342569,49.375,8.527131783,Low income,1.07750493,-0.88,-1.391,100.0,-0.298,
670,"Congo, Rep.",COG,2005,Africa,Sub-Saharan Africa,Electoral Autocracy,3622775.0,33.8,6647357442.0,1834.880014,63.10570145,81.98614319,49.375,8.527131783,Lower-middle income,1.46342006,-0.88,-1.391,100.0,-0.298,47.3
671,"Congo, Rep.",COG,2006,Africa,Sub-Saharan Africa,Electoral Autocracy,3745143.0,34.91806793,8065134528.0,2153.491743,69.42279816,82.11920529999998,49.375,8.527131783,Lower-middle income,2.0079900790000003,-0.88,-1.391,100.0,-0.298,
672,"Congo, Rep.",COG,2007,Africa,Sub-Saharan Africa,Electoral Autocracy,3876123.0,35.86069107,8771102025.0,2262.854410000001,60.34140015,82.30958231,49.375,7.299270073,Lower-middle income,2.759704374,-0.88,-1.391,100.0,-0.298,
673,"Congo, Rep.",COG,2008,Africa,Sub-Saharan Africa,Electoral Autocracy,4011487.0,36.80649567,11602893043.0,2892.416962,56.86420059,81.34490239,49.375,7.299270073,Lower-middle income,4.287509903,-0.88,-1.391,100.0,-0.298,
674,"Congo, Rep.",COG,2009,Africa,Sub-Saharan Africa,Electoral Autocracy,4145400.0,37.1,9684321633.0,2336.160957,56.02949905,61.22448979999999,49.375,7.299270073,Lower-middle income,4.5,-0.88,-1.391,100.0,-0.298,
675,"Congo, Rep.",COG,2010,Africa,Sub-Saharan Africa,Electoral Autocracy,4273738.0,39.96152115,13135580695.0,3073.557784,54.79859924,54.71938776,49.375,7.299270073,Lower-middle income,5.0,-0.88,-1.391,100.0,-0.298,
676,"Congo, Rep.",COG,2011,Africa,Sub-Saharan Africa,Electoral Autocracy,4394842.0,40.80084991,15634897273.0,3557.5561700000007,64.61730194,61.17556071,49.375,7.299270073,Lower-middle income,5.6,-0.88,-1.391,100.0,-0.298,48.9
677,"Congo, Rep.",COG,2012,Africa,Sub-Saharan Africa,Electoral Autocracy,4510197.0,41.6,17693924573.0,3923.093509,65.30439758,58.05882353,49.375,7.352941176,Lower-middle income,6.106695024,-0.88,-1.116,100.0,-0.298,
678,"Congo, Rep.",COG,2013,Africa,Sub-Saharan Africa,Electoral Autocracy,4622757.0,42.42240524,17953617927.0,3883.746848,62.48170089999999,56.81685196,49.375,7.352941176,Lower-middle income,6.6,-0.467,-0.99,100.0,-0.303,
679,"Congo, Rep.",COG,2014,Africa,Sub-Saharan Africa,Electoral Autocracy,4736965.0,43.255867,17889079958.0,3776.485568,62.16070175,54.71264368,49.375,7.352941176,Lower-middle income,7.11,-0.467,-0.99,100.0,-0.303,
680,"Congo, Rep.",COG,2015,Africa,Sub-Saharan Africa,Electoral Autocracy,4856093.0,44.18732071,11885478502.0,2447.539308,64.15080261,53.34486736,49.375,7.352941176,Lower-middle income,7.615974662,-0.467,-0.99,100.0,-0.368,
681,"Congo, Rep.",COG,2016,Africa,Sub-Saharan Africa,Electoral Autocracy,4980996.0,45.1781311,10158508345.0,2039.453223,67.61270142,,49.375,7.352941176,Lower-middle income,8.121949322999999,-0.467,-0.99,100.0,-0.368,
682,"Congo, Rep.",COG,2017,Africa,Sub-Saharan Africa,Electoral Autocracy,5110701.0,46.12187958,11109029840.0,2173.680253,69.33439636,,49.375,11.25827815,Lower-middle income,8.65,-0.467,-0.99,100.0,-0.368,
683,"Congo, Rep.",COG,2018,Africa,Sub-Saharan Africa,Electoral Autocracy,5244363.0,47.22546768,13642740884.0,2601.410483,69.854599,,49.375,11.25827815,Lower-middle income,,0.161,-0.231,100.0,-0.679,
684,Colombia,COL,2000,South America,Latin America and Caribbean,Electoral Democracy,,95.2,99886577331.0,2520.481089,28.0340004,75.52463768,61.875,11.80124224,Lower-middle income,,-0.069,0.961,100.0,0.3720000000000001,58.7
685,Colombia,COL,2001,South America,Latin America and Caribbean,Electoral Democracy,40255956.0,98.47,98211749596.0,2439.682456,27.24029922,74.33819806,61.875,11.80124224,Lower-middle income,2.8541999710000003,-0.069,0.961,100.0,0.3720000000000001,57.5
686,Colombia,COL,2002,South America,Latin America and Caribbean,Electoral Democracy,40875363.0,94.93788147,97963003805.0,2396.627127,28.79800034,76.50415168,64.375,12.04819277,Lower-middle income,4.6,-0.069,0.961,100.0,0.3720000000000001,56.0
687,Colombia,COL,2003,South America,Latin America and Caribbean,Electoral Democracy,41483872.0,95.18396759,94641378693.0,2281.401762,30.69939995,78.788595,66.875,12.04819277,Lower-middle income,7.388923711,-0.069,0.961,100.0,0.3720000000000001,53.6
688,Colombia,COL,2004,South America,Latin America and Caribbean,Electoral Democracy,42075953.0,95.41941833,117082000000.0,2782.623185000001,29.17700005,81.65087793,66.875,12.04819277,Lower-middle income,9.118690303,-0.069,0.961,100.0,0.3720000000000001,55.0
689,Colombia,COL,2005,South America,Latin America and Caribbean,Electoral Democracy,42647731.0,96.8,145619000000.0,3414.465158,29.08069992,80.16965652,66.875,12.12121212,Lower-middle income,11.00726389,-0.069,0.961,100.0,0.3720000000000001,53.9
690,Colombia,COL,2006,South America,Latin America and Caribbean,Electoral Democracy,43200901.0,95.85785675,161619000000.0,3741.092837,29.68889999,80.60076258,73.125,8.43373494,Lower-middle income,15.34167454,-0.069,0.8079999999999999,100.0,0.3720000000000001,
691,Colombia,COL,2007,South America,Latin America and Caribbean,Electoral Democracy,43737512.0,96.06945801,206182000000.0,4714.073055,30.4218998,81.53339128,73.125,8.43373494,Lower-middle income,21.8,-0.069,0.8079999999999999,100.0,0.3720000000000001,
692,Colombia,COL,2008,South America,Latin America and Caribbean,Electoral Democracy,44254972.0,96.806763,242187000000.0,5472.5365299999985,29.96629906,84.01086918,73.125,8.43373494,Upper-middle income,25.6,-0.069,0.8079999999999999,100.0,0.3720000000000001,55.3
693,Colombia,COL,2009,South America,Latin America and Caribbean,Electoral Democracy,44750054.0,96.057229,232398000000.0,5193.241458,30.91049957,72.87791562,73.125,8.43373494,Upper-middle income,30.0,-0.069,0.8079999999999999,100.0,0.3720000000000001,54.3
694,Colombia,COL,2010,South America,Latin America and Caribbean,Electoral Democracy,45222699.0,96.788995,286563000000.0,6336.709474,29.74500084,72.12069198,73.125,12.65060241,Upper-middle income,36.5,-0.069,0.8079999999999999,100.0,0.583,54.6
695,Colombia,COL,2011,South America,Latin America and Caribbean,Electoral Democracy,45662747.0,96.6936,334944000000.0,7335.166934000002,28.90640068,83.46528973,73.125,12.12121212,Upper-middle income,40.35091575,-0.175,0.848,100.0,0.615,53.5
696,Colombia,COL,2012,South America,Latin America and Caribbean,Electoral Democracy,46075721.0,97.032176,370921000000.0,8050.255372,28.90360069,79.5501941,78.75,12.12121212,Upper-middle income,48.98,-0.175,0.848,100.0,0.615,52.6
697,Colombia,COL,2013,South America,Latin America and Caribbean,Electoral Democracy,46495492.0,97.779418,382116000000.0,8218.347844,32.29169846,73.99867546,78.75,12.12121212,Upper-middle income,51.7,-0.175,0.848,100.0,0.731,52.6
698,Colombia,COL,2014,South America,Latin America and Caribbean,Electoral Democracy,46967706.0,97.790938,381112000000.0,8114.343921,32.3832016,74.03831068,78.75,19.87951807,Upper-middle income,52.57,-0.175,0.848,100.0,0.731,52.6
699,Colombia,COL,2015,South America,Latin America and Caribbean,Electoral Democracy,47520667.0,98.186898,293482000000.0,6175.8760299999985,31.59950066,68.23681122,78.75,19.87951807,Upper-middle income,55.90497251,0.597,0.848,100.0,0.731,51.0
700,Colombia,COL,2016,South America,Latin America and Caribbean,Electoral Democracy,48175048.0,98.4,282825000000.0,5870.777957,30.73579979,,78.75,19.87951807,Upper-middle income,58.13649357,0.495,0.8190000000000001,100.0,0.731,50.6
701,Colombia,COL,2017,South America,Latin America and Caribbean,Electoral Democracy,48909844.0,98.5,311884000000.0,6376.706716,32.52899933,,81.875,18.6746988,Upper-middle income,62.25988032,0.392,0.8190000000000001,100.0,0.634,49.7
702,Colombia,COL,2018,South America,Latin America and Caribbean,Electoral Democracy,49661056.0,98.5,334198000000.0,6729.583331999998,30.71820068,,81.875,18.12865497,Upper-middle income,64.12637682,0.024,0.8190000000000001,100.0,0.7929999999999999,50.4
703,Comoros,COM,2000,Africa,Sub-Saharan Africa,Closed Autocracy,,39.74314117,351136568.4,647.4258118,48.95610046,0.0,43.75,,Low income,,1.389,0.246,0.0,0.407,
704,Comoros,COM,2001,Africa,Sub-Saharan Africa,Closed Autocracy,555895.0,42.05736542,378512003.4,680.9055728,48.68500137,0.0,43.75,,Low income,0.443068373,1.6769999999999998,0.246,0.0,0.407,
705,Comoros,COM,2002,Africa,Sub-Saharan Africa,Electoral Autocracy,569480.0,44.8,425964697.4,747.9888625,49.81769943,0.0,43.75,,Low income,0.554869675,1.6769999999999998,0.246,100.0,0.407,
706,Comoros,COM,2003,Africa,Sub-Saharan Africa,Electoral Autocracy,583213.0,46.65977859,546885185.0,937.7108963,43.29650116,0.0,43.75,,Low income,0.84818937,1.6769999999999998,0.246,100.0,0.407,
707,Comoros,COM,2004,Africa,Sub-Saharan Africa,Electoral Autocracy,597230.0,48.94561005,633706149.3,1061.075548,42.55950165,0.0,43.75,3.03030303,Low income,1.327327178,1.6769999999999998,0.246,100.0,0.407,55.9
708,Comoros,COM,2005,Africa,Sub-Saharan Africa,Electoral Autocracy,611625.0,51.21978378,653845122.9,1069.029426,45.15209961,0.0,43.75,3.03030303,Low income,2.0,1.6769999999999998,0.246,100.0,0.407,
709,Comoros,COM,2006,Africa,Sub-Saharan Africa,Electoral Democracy,626427.0,53.48482132,698431827.7,1114.945281,41.6352005,0.0,43.75,3.03030303,Low income,2.2,1.6769999999999998,0.246,100.0,0.407,
710,Comoros,COM,2007,Africa,Sub-Saharan Africa,Electoral Democracy,641624.0,55.7468071,795673128.5,1240.092528,55.80250168,0.0,43.75,3.03030303,Low income,2.5,1.6769999999999998,0.246,0.0,0.407,
711,Comoros,COM,2008,Africa,Sub-Saharan Africa,Electoral Democracy,657227.0,58.01197815,915659192.8,1393.216032,54.80929947,0.0,43.75,3.03030303,Low income,3.0,1.6769999999999998,0.456,100.0,0.407,
712,Comoros,COM,2009,Africa,Sub-Saharan Africa,Electoral Democracy,673251.0,60.2865715,905341090.6,1344.730406,49.07500076,0.0,43.75,0.0,Low income,3.5,1.4580000000000002,0.262,100.0,0.407,
713,Comoros,COM,2010,Africa,Sub-Saharan Africa,Electoral Democracy,689696.0,70.18231201,907978731.7,1316.491225,46.61800003,0.0,43.75,3.03030303,Low income,5.1,1.4580000000000002,0.556,100.0,0.407,
714,Comoros,COM,2011,Africa,Sub-Saharan Africa,Electoral Democracy,706578.0,69.60940552,1023086273.0,1447.94527,50.17340088,0.0,43.75,3.03030303,Low income,5.5,1.4580000000000002,0.556,100.0,0.407,
715,Comoros,COM,2012,Africa,Sub-Saharan Africa,Electoral Democracy,723865.0,69.3,1015843491.0,1403.360421,67.64299774,0.0,43.75,3.03030303,Low income,5.975296308,1.4580000000000002,0.556,100.0,0.407,
716,Comoros,COM,2013,Africa,Sub-Saharan Africa,Electoral Democracy,741511.0,69.59020996,1116224107.0,1505.33722,62.32630157,0.0,56.25,3.03030303,Low income,6.5,1.186,0.556,100.0,0.657,
717,Comoros,COM,2014,Africa,Sub-Saharan Africa,Electoral Democracy,759390.0,71.97298431,1149587660.0,1513.83039,65.83049774,0.0,56.25,3.03030303,Low income,6.98,1.371,0.556,100.0,0.657,45.3
718,Comoros,COM,2015,Africa,Sub-Saharan Africa,Electoral Autocracy,777435.0,74.37182617,966029599.8,1242.585682,64.16560364,0.0,65.0,3.03030303,Low income,7.459161386,1.371,0.556,100.0,0.657,
719,Comoros,COM,2016,Africa,Sub-Saharan Africa,Electoral Autocracy,795597.0,76.78272247,1012835493.0,1273.05092,60.49959946,,65.0,3.03030303,Low income,7.938322771,1.371,0.556,100.0,0.657,
720,Comoros,COM,2017,Africa,Sub-Saharan Africa,Electoral Autocracy,813890.0,79.20166016,1077439756.0,1323.814958,56.42440033,,65.0,6.0606060610000005,Low income,8.478170295,1.371,0.556,100.0,0.657,
721,Comoros,COM,2018,Africa,Sub-Saharan Africa,Electoral Autocracy,832322.0,81.62461090000002,1178530634.0,1415.955164,55.00590134,,65.0,6.0606060610000005,Low income,,1.284,0.62,100.0,0.657,
722,Cabo Verde,CPV,2000,Africa,Sub-Saharan Africa,Electoral Democracy,,,539227277.6,1259.353067,38.51959991,5.395437782,63.125,11.11111111,Lower-middle income,,1.025,0.305,100.0,1.81,
723,Cabo Verde,CPV,2001,Africa,Sub-Saharan Africa,Electoral Democracy,435701.0,,563024383.3,1292.226512,37.17639923,3.889191314,63.125,11.11111111,Lower-middle income,2.685332713,1.025,0.305,100.0,1.81,52.5
724,Cabo Verde,CPV,2002,Africa,Sub-Saharan Africa,Electoral Democracy,442955.0,58.6,620974660.2,1401.891073,36.79270172,3.107329124,63.125,11.11111111,Lower-middle income,3.518757175,1.025,0.934,100.0,1.81,
725,Cabo Verde,CPV,2003,Africa,Sub-Saharan Africa,Electoral Democracy,449925.0,63.26335907,813963830.2,1809.11003,34.08959961,2.689706987,63.125,11.11111111,Lower-middle income,4.3248853910000005,1.025,0.934,100.0,1.81,
726,Cabo Verde,CPV,2004,Africa,Sub-Saharan Africa,Electoral Democracy,456619.0,65.22930145,924318490.8,2024.266381,32.12599945,2.925253628,78.125,11.11111111,Lower-middle income,5.31883207,1.025,0.934,100.0,1.81,
727,Cabo Verde,CPV,2005,Africa,Sub-Saharan Africa,Electoral Democracy,463034.0,67.0,971977088.2,2099.148417000001,24.45129967,2.72083017,78.125,11.11111111,Lower-middle income,6.074087107,1.025,0.934,100.0,1.81,
728,Cabo Verde,CPV,2006,Africa,Sub-Saharan Africa,Electoral Democracy,469171.0,69.12872314,1107891063.0,2361.380101,22.58289909,2.9530840680000003,78.125,15.27777778,Lower-middle income,6.808911008,1.025,0.934,100.0,1.81,
729,Cabo Verde,CPV,2007,Africa,Sub-Saharan Africa,Electoral Democracy,475067.0,71.07081604,1513933983.0,3186.779935,21.82920074,2.548881386,78.125,18.05555556,Lower-middle income,8.28321982,1.025,0.934,100.0,1.81,47.2
730,Cabo Verde,CPV,2008,Africa,Sub-Saharan Africa,Electoral Democracy,480846.0,73.01609802,1789333749.0,3721.219993,23.81110001,1.921199442,86.25,18.05555556,Lower-middle income,14.0,1.025,1.207,100.0,1.81,
731,Cabo Verde,CPV,2009,Africa,Sub-Saharan Africa,Electoral Democracy,486667.0,74.97080231,1711817182.0,3517.430156000001,22.08359909,1.505702931,86.25,18.05555556,Lower-middle income,21.0,1.025,1.207,100.0,1.81,
732,Cabo Verde,CPV,2010,Africa,Sub-Saharan Africa,Electoral Democracy,492644.0,81.1,1664310770.0,3378.323433,21.2208004,1.182578598,86.25,18.05555556,Lower-middle income,30.0,1.025,1.207,100.0,1.81,
733,Cabo Verde,CPV,2011,Africa,Sub-Saharan Africa,Electoral Democracy,498858.0,79.46784973,1865915544.0,3740.374103,20.78039932,6.722666082999999,86.25,20.83333333,Lower-middle income,32.0,1.025,1.207,100.0,1.81,
734,Cabo Verde,CPV,2012,Africa,Sub-Saharan Africa,Electoral Democracy,505241.0,80.95207977,1741809809.0,3447.4831,24.25970078,18.36674843,86.25,20.83333333,Lower-middle income,34.74,1.025,1.207,100.0,1.81,
735,Cabo Verde,CPV,2013,Africa,Sub-Saharan Africa,Electoral Democracy,511740.0,82.99486542,1850470042.0,3616.0355700000014,25.94070053,20.55760334,86.25,20.83333333,Lower-middle income,37.5,1.025,1.207,100.0,1.81,
736,Cabo Verde,CPV,2014,Africa,Sub-Saharan Africa,Electoral Democracy,518276.0,85.05774689,1859898513.0,3588.625584000001,26.11459923,17.29165138,86.25,20.83333333,Lower-middle income,40.26,1.025,1.207,100.0,1.81,
737,Cabo Verde,CPV,2015,Africa,Sub-Saharan Africa,Electoral Democracy,524740.0,87.13669586,1596800287.0,3043.031382,26.34900093,20.20849659,86.25,20.83333333,Lower-middle income,42.68301416,1.025,1.207,100.0,1.757,42.4
738,Cabo Verde,CPV,2016,Africa,Sub-Saharan Africa,Electoral Democracy,531140.0,89.22769928,1662998678.0,3130.9987530000008,24.62459946,,86.25,23.61111111,Lower-middle income,50.32281787,1.025,0.7090000000000001,100.0,1.757,
739,Cabo Verde,CPV,2017,Africa,Sub-Saharan Africa,Electoral Democracy,537499.0,91.32674408,1769787215.0,3292.633503,22.87639999,,86.25,23.61111111,Lower-middle income,57.16214635,1.025,0.7090000000000001,100.0,1.757,
740,Cabo Verde,CPV,2018,Africa,Sub-Saharan Africa,Electoral Democracy,543764.0,93.42980957,1966983316.0,3617.347445,22.99880028,,86.25,23.61111111,Lower-middle income,59.5,1.025,0.7090000000000001,100.0,1.757,
741,Costa Rica,CRI,2000,North America,Latin America and Caribbean,Liberal Democracy,,96.94,15013629665.0,3789.053888,32.94649887,99.14727562,77.5,19.29824561,Upper-middle income,,0.748,2.637,100.0,2.296,47.4
742,Costa Rica,CRI,2001,North America,Latin America and Caribbean,Liberal Democracy,4034074.0,98.24978,15976174337.0,3960.307703,32.10760117,98.51742031,77.5,19.29824561,Upper-middle income,9.559482135,0.748,2.637,100.0,2.296,51.5
743,Costa Rica,CRI,2002,North America,Latin America and Caribbean,Liberal Democracy,4100922.0,98.509188,16578820687.0,4042.705686,32.53820038,98.37873754,77.5,35.0877193,Upper-middle income,19.89485113,0.748,2.637,100.0,2.296,51.8
744,Costa Rica,CRI,2003,North America,Latin America and Caribbean,Liberal Democracy,4164053.0,98.695902,17271760507.0,4147.824369,33.30450058,97.89346572,77.5,35.0877193,Upper-middle income,20.33361481,0.748,2.637,100.0,2.296,49.3
745,Costa Rica,CRI,2004,North America,Latin America and Caribbean,Liberal Democracy,4225156.0,98.954779,18610594846.0,4404.711884,39.15840149,99.1965916,77.5,35.0877193,Upper-middle income,20.79230671,0.748,2.637,100.0,2.296,48.3
746,Costa Rica,CRI,2005,North America,Latin America and Caribbean,Liberal Democracy,4285504.0,99.053051,20040642477.0,4676.379365999999,41.72940063,96.71912833,77.5,35.0877193,Upper-middle income,22.07,0.748,2.637,100.0,2.296,47.5
747,Costa Rica,CRI,2006,North America,Latin America and Caribbean,Liberal Democracy,4345421.0,99.147523,22715540324.0,5227.465952000001,42.39580154,93.87144993,77.5,38.59649123,Upper-middle income,25.1,0.748,2.637,100.0,2.296,49.4
748,Costa Rica,CRI,2007,North America,Latin America and Caribbean,Liberal Democracy,4404626.0,99.217998,26884700345.0,6103.741917,41.1853981,92.02209945,77.5,36.84210526,Upper-middle income,28.4,0.748,2.637,100.0,2.296,49.3
749,Costa Rica,CRI,2008,North America,Latin America and Caribbean,Liberal Democracy,4463123.0,99.263937,30801744881.0,6901.388306,40.69839859,92.85412708,80.0,36.84210526,Upper-middle income,32.29,0.748,2.637,100.0,2.296,48.6
750,Costa Rica,CRI,2009,North America,Latin America and Caribbean,Liberal Democracy,4520739.0,99.409804,30745712007.0,6801.036735,40.71640015,95.15574651,80.0,36.84210526,Upper-middle income,34.33,0.748,2.838,100.0,2.296,50.6
751,Costa Rica,CRI,2010,North America,Latin America and Caribbean,Liberal Democracy,4577371.0,98.995734,37658614803.0,8227.127494,40.38560104,93.31107169,80.0,38.59649123,Upper-middle income,36.5,0.748,3.227,100.0,2.296,48.2
